Month,Company,Country,Region,Segment,Subsegment,IsPublic,Ticker,Users_M,NewUsers_K,TPV_USD_B,TakeRate_pct,Revenue_USD_M,ARPU_USD,Churn_pct,Marketing_Spend_USD_M,CAC_USD,CAC_Total_USD_M,Close_USD,Private_Valuation_USD_B
2025-10,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,20.1,683.0,61.97,0.667,366.13,5.04,0.65,111.04,16.36,13.56,10.19,
2025-04,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,33.3,127.0,44.06,0.674,267.47,4.65,1.42,34.75,18.02,1.96,10.74,
2025-02,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,141.84,0.188,249.3,5.52,1.32,102.32,4.93,,1524.39,
2025-01,Visa,USA,North America,Payments Network,Card Network,True,V,205.5,157.0,427.43,0.087,399.62,5.16,1.25,110.65,16.26,2.81,263.86,
2025-03,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,88.9,698.0,156.89,0.173,257.97,10.96,2.02,10.66,22.17,13.99,168.82,
2025-05,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,133.0,279.0,128.14,0.341,436.99,2.86,1.39,46.94,17.51,4.87,65.23,
2025-07,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,153.3,689.0,86.27,0.263,219.68,4.03,2.08,98.74,12.67,7.26,71.24,
2025-06,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,53.0,462.0,105.42,0.307,372.3,3.98,2.53,17.5,14.23,5.56,67.58,
2025-11,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,146.8,377.0,107.26,0.31,342.49,6.82,2.67,68.13,13.32,4.71,17.97,
2025-02,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,188.38,0.107,235.85,5.56,1.78,65.74,6.24,,,110.9
2025-02,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,63.3,451.0,124.54,0.183,209.68,11.38,1.05,87.19,6.48,3.02,162.67,
2025-02,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,152.5,587.0,87.24,0.257,239.46,4.0,2.37,122.63,12.68,8.79,68.68,
2025-04,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,118.2,433.0,103.01,0.279,293.12,5.41,0.49,101.72,19.17,7.44,68.38,
2025-04,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,73.7,769.0,97.26,1.996,1739.11,2.4,0.96,18.48,17.02,15.21,,
2025-11,Visa,USA,North America,Payments Network,Card Network,True,V,266.3,231.0,675.66,0.098,645.91,5.45,0.53,56.49,8.07,1.83,279.82,
2025-02,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,593.1,229.0,316.8,0.196,697.49,2.91,0.7,58.89,14.37,3.39,,174.5
2025-10,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,105.5,530.0,143.74,0.408,573.35,7.8,2.09,94.58,14.67,8.09,72.34,
2025-04,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,126.37,0.179,254.16,5.75,1.19,106.94,4.27,,1603.88,
2025-08,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,90.7,372.0,80.43,0.356,267.43,7.68,1.97,102.54,10.54,3.27,80.13,
2025-11,Mastercard,USA,North America,Payments Network,Card Network,True,MA,280.2,139.0,499.63,0.099,551.89,6.3,2.03,45.27,5.34,0.93,412.8,
2025-07,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,41.2,114.0,52.26,1.819,1063.55,4.01,1.8,92.65,9.69,0.82,,
2025-01,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,711.1,298.0,359.75,0.173,692.32,4.07,1.81,73.6,5.22,1.66,,143.9
2025-03,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,136.25,0.114,162.92,7.96,2.09,78.64,18.85,,1645.04,
2025-01,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,20.3,109.0,46.48,0.424,210.73,5.49,1.36,16.04,19.15,1.85,10.76,
2025-04,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,54.3,463.0,137.03,0.276,396.5,4.72,2.27,83.28,7.49,3.53,83.66,
2025-05,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,114.2,439.0,135.41,0.477,688.94,7.18,2.62,97.59,11.24,5.99,,39.0
2025-06,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,87.9,421.0,110.82,0.253,288.36,5.47,0.83,78.95,15.37,6.47,66.34,
2025-05,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,81.8,840.0,146.85,0.391,613.88,6.87,0.65,91.74,14.55,11.68,,35.7
2025-02,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,96.6,559.0,128.98,0.125,171.64,10.64,0.46,9.91,14.46,8.09,180.02,
2025-10,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,83.6,782.0,68.17,1.087,810.66,2.93,0.58,13.06,8.58,5.5,,
2025-06,Mastercard,USA,North America,Payments Network,Card Network,True,MA,121.7,616.0,630.76,0.079,528.75,5.69,0.4,96.58,3.6,1.87,389.08,
2025-02,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,52.6,726.0,71.79,0.382,227.37,4.41,0.72,80.23,17.93,10.1,,40.9
2025-03,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,103.4,525.0,142.27,0.437,558.23,6.66,2.45,73.76,15.06,8.54,75.42,
2025-04,Mastercard,USA,North America,Payments Network,Card Network,True,MA,146.5,357.0,746.63,0.09,623.0,4.24,0.92,59.1,6.63,2.38,426.02,
2025-12,Mastercard,USA,North America,Payments Network,Card Network,True,MA,130.4,800.0,722.1,0.11,853.8,6.64,1.51,5.12,13.22,9.19,445.19,
2025-05,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,512.0,83.0,479.74,0.192,924.04,2.77,2.65,5.57,15.43,1.23,,175.0
2025-07,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,16.7,688.0,50.57,0.722,351.48,5.03,0.6,89.98,10.78,5.47,10.27,
2025-06,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,247.99,0.12,264.41,4.77,2.24,98.73,8.36,,,105.4
2025-11,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,558.6,77.0,463.31,0.193,822.26,2.7,2.15,5.61,19.41,1.49,,169.9
2025-04,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,115.1,589.0,71.7,0.363,281.59,4.85,2.06,66.42,15.04,8.31,,50.4
2025-02,Mastercard,USA,North America,Payments Network,Card Network,True,MA,311.8,139.0,502.96,0.096,522.06,7.05,2.15,40.53,6.45,0.84,430.97,
2025-12,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,20.2,598.0,161.96,0.152,228.06,8.07,1.56,110.9,10.17,6.71,161.94,
2025-09,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,73.5,608.0,138.47,0.322,429.95,5.1,1.77,85.96,16.07,9.26,75.43,
2025-04,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,137.0,329.0,123.41,0.329,410.13,3.15,1.57,52.98,18.62,6.1,74.69,
2025-05,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,219.42,0.113,263.52,7.12,1.12,66.56,2.41,,,102.4
2025-01,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,16.5,344.0,64.02,0.575,416.48,5.06,1.78,67.74,7.44,2.84,10.63,
2025-10,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,95.7,408.0,111.92,0.265,267.67,4.76,1.07,65.2,12.06,6.56,75.6,
2025-04,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,141.8,0.11,156.11,7.22,2.14,77.88,20.65,,1465.86,
2025-02,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,123.2,51.0,83.2,0.425,376.44,3.84,0.49,76.41,5.49,0.3,70.92,
2025-05,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,162.28,0.187,326.29,8.17,0.47,60.67,16.98,,,117.8
2025-11,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,204.5,0.164,319.46,6.58,2.13,73.83,5.4,,1775.72,
2025-11,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,133.0,297.0,123.55,0.334,448.75,2.76,1.54,45.51,17.23,6.24,72.19,
2025-04,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,54.8,307.0,64.18,1.79,1028.23,4.83,2.59,49.78,14.15,6.01,,
2025-01,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,152.69,0.105,143.26,6.54,1.48,43.45,9.3,,1750.52,
2025-05,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,135.36,0.191,254.75,4.98,1.16,111.16,5.13,,1581.74,
2025-02,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,28.1,186.0,141.54,0.24,301.62,12.03,0.4,42.21,5.05,1.25,173.51,
2025-02,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,39.1,100.0,56.67,1.719,1008.9,3.86,2.08,86.73,7.63,0.8,,
2025-02,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,239.37,0.098,267.86,7.13,2.2,91.66,18.42,,,96.3
2025-04,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,True,KLAR,105.3,435.0,48.32,1.87,881.49,4.63,1.98,87.92,3.12,1.56,34.03,
2025-04,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,185.64,0.157,267.02,9.14,0.6,127.35,3.56,,,106.8
2025-11,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,74.9,489.0,112.46,0.309,358.92,4.98,2.01,73.52,19.87,8.95,67.62,
2025-12,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,113.1,407.0,124.39,0.436,544.83,4.84,2.41,59.99,5.11,2.0,15.42,
2025-01,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,79.8,751.0,71.92,1.078,716.86,2.73,0.52,12.33,7.36,5.81,,
2025-02,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,183.91,0.165,285.64,8.21,0.5,101.84,3.33,,,115.1
2025-01,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,122.3,77.0,97.52,1.348,1302.61,3.02,0.56,70.31,11.05,0.82,,
2025-06,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,91.0,366.0,116.45,0.235,251.81,3.49,0.42,6.34,12.7,5.14,71.79,
2025-10,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,134.1,0.175,248.48,6.66,0.64,66.15,2.29,,1565.99,
2025-09,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,195.02,0.168,300.54,6.91,1.87,84.43,4.79,,1585.48,
2025-02,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,249.09,0.122,308.54,9.55,2.61,108.78,2.33,,,100.8
2025-11,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,124.1,477.0,98.68,0.296,306.82,5.82,0.55,100.57,21.95,9.14,65.3,
2025-12,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,82.6,76.0,107.64,0.4,385.36,5.41,1.5,95.73,7.22,0.53,81.78,
2025-09,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,46.1,421.0,112.04,0.274,323.27,4.02,1.83,37.05,19.31,7.79,79.55,
2025-11,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,108.2,78.0,94.57,1.333,1248.77,3.37,0.51,69.19,11.48,0.83,,
2025-01,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,84.0,647.0,138.82,0.317,441.05,5.52,1.86,96.89,15.6,11.23,80.34,
2025-05,Mastercard,USA,North America,Payments Network,Card Network,True,MA,183.3,520.0,513.62,0.085,388.27,7.39,1.86,31.02,14.71,6.2,446.37,
2025-11,Visa,USA,North America,Payments Network,Card Network,True,V,277.7,575.0,866.61,0.11,898.84,5.15,0.6,25.13,15.03,8.82,296.24,
2025-06,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,107.3,382.0,81.49,0.288,223.96,2.89,1.83,65.15,11.44,3.52,60.91,
2025-05,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,55.0,762.0,67.64,0.348,245.93,3.96,0.68,82.4,17.28,13.56,,42.3
2025-11,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,96.1,529.0,140.23,0.136,186.71,9.16,0.46,10.95,14.58,7.35,186.91,
2025-12,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,180.25,0.098,198.44,5.76,1.91,78.64,2.37,,1546.71,
2025-11,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,61.8,440.0,120.08,0.182,208.19,11.15,1.1,84.58,7.72,2.96,186.97,
2025-06,Visa,USA,North America,Payments Network,Card Network,True,V,290.6,64.0,552.21,0.108,572.91,5.35,0.67,24.09,20.93,1.15,288.91,
2025-04,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,137.59,0.175,259.75,7.17,0.49,70.93,2.67,,1627.13,
2025-03,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,10.8,728.0,43.18,0.561,232.16,4.26,2.44,61.98,6.0,4.24,10.08,
2025-07,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,76.7,295.0,64.62,0.537,355.25,7.29,1.93,55.11,20.42,4.9,15.46,
2025-03,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,131.1,278.0,177.85,0.322,572.49,4.45,1.38,70.38,2.15,0.58,66.01,
2025-07,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,171.21,0.175,314.11,5.24,1.73,46.5,15.58,,1538.69,
2025-11,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,147.2,295.0,124.93,0.321,385.03,3.13,1.3,58.32,21.6,4.83,70.77,
2025-06,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,670.8,284.0,360.62,0.188,667.25,3.91,1.7,66.38,4.77,1.61,,136.2
2025-01,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,742.8,510.0,363.97,0.124,438.87,4.06,2.24,70.41,9.73,5.14,,135.4
2025-02,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,160.36,0.185,297.71,8.36,0.46,51.07,19.26,,,106.3
2025-01,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,73.5,463.0,115.51,0.312,363.63,4.43,2.11,58.13,16.49,8.62,68.37,
2025-06,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,73.4,781.0,87.49,0.284,262.27,4.97,1.27,49.04,9.75,6.19,75.54,
2025-08,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,210.81,0.199,408.6,5.53,1.53,7.19,2.99,,,91.1
2025-01,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,76.7,784.0,84.74,0.292,231.49,4.42,1.42,49.88,8.83,6.15,75.29,
2025-08,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,108.4,600.0,140.92,0.438,652.34,7.64,2.39,79.74,14.64,8.24,78.76,
2025-11,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,91.9,676.0,179.72,0.227,395.84,11.95,2.21,82.09,10.39,7.28,181.57,
2025-12,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,299.77,0.146,403.77,8.8,2.72,106.74,7.95,,1439.96,
2025-05,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,87.6,102.0,173.4,0.342,580.63,7.29,0.93,53.84,2.82,0.32,75.35,
2025-01,Visa,USA,North America,Payments Network,Card Network,True,V,178.8,642.0,550.15,0.104,545.32,4.29,0.5,36.52,17.81,10.11,290.63,
2025-01,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,27.0,171.0,151.44,0.239,321.94,10.51,0.4,33.18,5.9,1.05,179.87,
2025-10,Mastercard,USA,North America,Payments Network,Card Network,True,MA,171.1,790.0,746.7,0.105,729.06,6.39,1.59,16.11,14.36,9.71,390.64,
2025-02,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,248.96,0.124,292.95,9.55,2.4,95.43,1.96,,,91.0
2025-11,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,600.0,802.0,631.52,0.166,995.48,4.01,1.12,71.71,5.27,3.87,,174.8
2025-06,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,59.7,315.0,66.09,1.776,1167.8,4.26,2.47,52.62,16.71,5.35,,
2025-07,Mastercard,USA,North America,Payments Network,Card Network,True,MA,175.9,536.0,523.68,0.088,451.23,7.08,1.6,31.21,11.41,8.48,404.36,
2025-12,Mastercard,USA,North America,Payments Network,Card Network,True,MA,132.9,847.0,699.95,0.114,757.32,7.01,1.41,6.06,13.15,9.72,433.1,
2025-01,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,256.81,0.118,320.15,9.56,2.33,122.73,2.35,,,100.5
2025-11,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,261.85,0.125,266.82,9.01,2.19,111.21,2.11,,,95.8
2025-10,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,49.2,491.0,108.4,0.318,327.63,3.7,2.45,17.48,12.24,5.66,77.12,
2025-03,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,105.7,608.0,76.0,0.367,305.01,4.53,1.68,87.88,17.33,10.56,,48.5
2025-01,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,58.0,398.0,146.9,0.275,380.99,5.03,1.88,73.6,9.64,4.41,76.09,
2025-02,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,923.5,488.0,458.28,0.143,650.98,2.41,1.4,117.19,3.72,1.49,,159.4
2025-11,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,101.9,250.0,147.35,0.212,298.5,4.15,1.61,82.47,9.09,2.52,70.08,
2025-03,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,63.5,687.0,148.64,0.369,495.66,7.25,1.37,73.37,6.26,4.89,,37.7
2025-01,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,114.2,527.0,149.54,0.446,610.93,8.06,2.44,98.82,14.23,7.14,,36.1
2025-04,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,True,KLAR,114.3,485.0,44.78,1.968,961.53,4.8,1.96,71.45,4.1,1.44,33.99,
2025-03,Visa,USA,North America,Payments Network,Card Network,True,V,190.0,373.0,739.32,0.124,777.53,5.97,2.35,50.49,13.93,5.41,297.1,
2025-01,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,129.8,269.0,181.28,0.329,559.55,4.71,1.65,55.18,2.4,0.74,75.58,
2025-05,Visa,USA,North America,Payments Network,Card Network,True,V,210.5,369.0,753.33,0.121,929.25,5.92,2.71,48.93,11.84,5.59,288.51,
2025-12,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,102.6,232.0,132.14,0.499,655.87,7.09,1.93,32.54,22.24,3.49,,41.8
2025-01,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,78.7,504.0,145.98,0.255,341.06,3.71,1.36,95.55,2.71,1.6,69.08,
2025-02,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,69.9,276.0,65.53,0.492,307.64,7.0,1.82,49.12,20.08,4.58,15.98,
2025-01,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,177.09,0.177,324.89,5.68,1.81,50.43,15.2,,1517.19,
2025-06,Mastercard,USA,North America,Payments Network,Card Network,True,MA,199.5,507.0,470.46,0.087,383.25,7.2,1.49,31.33,12.73,7.08,417.81,
2025-12,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,141.6,635.0,86.56,0.252,232.18,4.26,2.04,117.28,13.13,7.93,70.68,
2025-07,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,76.8,641.0,157.95,0.163,258.43,11.84,2.17,10.32,17.68,11.92,184.45,
2025-04,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,22.7,82.0,78.3,0.625,507.52,5.22,0.94,98.59,11.07,1.03,10.74,
2025-01,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,67.8,704.0,85.91,0.268,250.42,4.32,1.55,48.92,8.0,6.56,73.44,
2025-12,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,203.47,0.157,348.55,6.03,2.3,16.37,11.62,,1496.62,
2025-05,Mastercard,USA,North America,Payments Network,Card Network,True,MA,175.6,511.0,531.66,0.083,462.43,7.35,1.47,34.37,12.76,6.34,417.42,
2025-12,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,190.01,0.191,401.9,5.46,1.22,6.29,3.11,,,97.4
2025-06,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,44.5,470.0,106.4,0.272,306.55,3.78,1.57,40.71,19.42,8.2,74.88,
2025-08,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,73.3,117.0,157.56,0.227,355.08,3.0,0.37,109.0,9.49,1.33,69.38,
2025-03,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,19.5,113.0,52.04,0.422,234.96,5.12,1.18,16.19,15.57,2.14,10.14,
2025-12,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,64.6,442.0,124.87,0.196,239.82,10.24,1.03,76.4,6.58,3.66,167.72,
2025-08,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,189.92,0.161,336.39,5.84,2.04,19.08,9.97,,1730.32,
2025-02,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,172.84,0.1,206.07,5.61,1.7,88.96,2.64,,1728.09,
2025-05,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,191.03,0.167,312.3,6.82,1.87,15.92,10.26,,1725.43,
2025-06,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,77.2,837.0,76.02,1.059,805.69,2.85,0.59,11.06,8.11,6.82,,
2025-04,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,198.07,0.152,336.71,6.26,1.97,19.63,11.6,,1651.88,
2025-01,Mastercard,USA,North America,Payments Network,Card Network,True,MA,153.7,347.0,790.19,0.091,638.43,4.82,0.99,60.95,7.81,2.77,434.6,
2025-05,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,22.1,99.0,51.55,0.429,227.86,5.24,1.24,12.44,19.02,2.1,10.34,
2025-03,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,552.7,78.0,491.32,0.191,803.14,2.74,2.46,5.71,18.91,1.43,,164.1
2025-06,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,81.0,284.0,109.22,0.326,312.97,5.07,1.55,101.69,6.18,1.56,71.69,
2025-06,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,True,KLAR,114.6,505.0,46.32,2.013,1005.73,4.88,2.39,69.27,3.07,1.53,36.17,
2025-03,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,698.3,680.0,546.96,0.165,962.7,2.45,0.69,29.19,7.82,5.2,,133.3
2025-06,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,21.9,103.0,51.87,0.459,213.88,5.24,1.58,14.62,18.4,1.65,9.5,
2025-07,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,154.01,0.116,158.73,6.97,1.91,78.18,22.07,,1641.19,
2025-10,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,56.8,736.0,80.43,0.333,266.91,4.37,1.91,28.7,9.06,8.66,,37.8
2025-10,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,87.5,343.0,112.38,0.246,298.7,3.37,0.42,7.84,12.92,5.65,72.31,
2025-12,Mastercard,USA,North America,Payments Network,Card Network,True,MA,285.2,223.0,556.41,0.11,559.4,5.29,1.58,60.16,7.47,2.15,414.8,
2025-09,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,124.4,54.0,86.94,0.384,364.96,4.34,0.45,79.34,4.35,0.28,75.35,
2025-01,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,49.8,200.0,83.57,1.182,1099.07,1.98,0.63,40.24,3.27,0.62,,
2025-02,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,104.6,200.0,126.0,0.515,641.41,6.75,1.91,35.02,19.77,4.58,,42.2
2025-01,Mastercard,USA,North America,Payments Network,Card Network,True,MA,193.8,195.0,569.24,0.082,517.17,5.94,0.73,93.22,5.24,1.23,376.25,
2025-01,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,112.1,415.0,117.17,0.428,513.68,5.36,2.68,49.06,5.65,1.65,16.31,
2025-12,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,49.3,91.0,83.54,0.42,357.92,5.75,0.75,56.18,10.68,1.17,72.64,
2025-01,Visa,USA,North America,Payments Network,Card Network,True,V,204.1,106.0,614.68,0.082,458.7,6.04,0.7,105.76,21.98,2.28,287.95,
2025-06,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,164.71,0.201,301.69,8.41,0.54,48.52,19.41,,,108.8
2025-12,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,23.9,83.0,37.27,0.44,158.09,3.94,1.54,79.9,15.14,1.19,10.34,
2025-10,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,91.8,729.0,66.23,1.885,1225.67,5.06,1.39,16.4,18.67,11.44,,
2025-05,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,86.4,454.0,138.28,0.237,376.62,4.09,1.39,88.01,3.22,1.59,74.75,
2025-04,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,688.6,317.0,360.85,0.174,725.76,3.77,1.76,61.94,4.49,1.73,,143.3
2025-10,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,69.3,775.0,90.98,0.297,235.6,4.49,1.32,55.49,9.71,5.2,67.72,
